cod_ibge;uf;municipio;modulo_fiscal_ha
2202711;PI;COCAL DE TELHA;55
2202729;PI;COCAL DOS ALVES;60
2202737;PI;COIVARAS;30
2202752;PI;COLÔNIA DO GURGUÉIA;70
2202778;PI;COLÔNIA DO PIAUÍ;70
2202802;PI;CONCEIÇÃO DO CANINDÉ;70
2202851;PI;CORONEL JOSÉ DIAS;70
2202901;PI;CORRENTE;75
2203008;PI;CRISTALÂNDIA DO PIAUÍ;75
2203107;PI;CRISTINO CASTRO;70
2203206;PI;CURIMATÁ;75
2203230;PI;CURRAIS;70
2203255;PI;CURRALINHOS;30
2203271;PI;CURRAL NOVO DO PIAUÍ;70
2203305;PI;DEMERVAL LOBÃO;30
2203354;PI;DIRCEU ARCOVERDE;70
2203404;PI;DOM EXPEDITO LOPES;70
2203420;PI;DOMINGOS MOURÃO;60
2203453;PI;DOM INOCÊNCIO;70
2203503;PI;ELESBÃO VELOSO;70
2203602;PI;ELISEU MARTINS;70
2203701;PI;ESPERANTINA;55
2203750;PI;FARTURA DO PIAUÍ;70
2203800;PI;FLORES DO PIAUÍ;70
2203859;PI;FLORESTA DO PIAUÍ;70
2203909;PI;FLORIANO;70
2204006;PI;FRANCINÓPOLIS;70
2204105;PI;FRANCISCO AYRES;70
2204154;PI;FRANCISCO MACEDO;70
2204204;PI;FRANCISCO SANTOS;70
2204303;PI;FRONTEIRAS;70
2204352;PI;GEMINIANO;70
2204402;PI;GILBUÉS;75
2204501;PI;GUADALUPE;70
2204550;PI;GUARIBAS;70
2204600;PI;HUGO NAPOLEÃO;70
2204659;PI;ILHA GRANDE;55
2204709;PI;INHUMA;70
2204808;PI;IPIRANGA DO PIAUÍ;70
2204907;PI;ISAÍAS COELHO;70
2205003;PI;ITAINÓPOLIS;70
2205102;PI;ITAUEIRA;70
2205151;PI;JACOBINA DO PIAUÍ;70
2205201;PI;JAICÓS;70
2205250;PI;JARDIM DO MULATO;70
2205276;PI;JATOBÁ DO PIAUÍ;55
2205300;PI;JERUMENHA;70
2205359;PI;JOÃO COSTA;70
2205409;PI;JOAQUIM PIRES;55
2205458;PI;JOCA MARQUES;55
2205508;PI;JOSÉ DE FREITAS;30
2205516;PI;JUAZEIRO DO PIAUÍ;60
2205524;PI;JÚLIO BORGES;75
2205532;PI;JUREMA;70
2205540;PI;LAGOINHA DO PIAUÍ;70
2205557;PI;LAGOA ALEGRE;30
2205565;PI;LAGOA DO BARRO DO PIAUÍ;70
2205573;PI;LAGOA DE SÃO FRANCISCO;60
2205581;PI;LAGOA DO PIAUÍ;30
2205599;PI;LAGOA DO SÍTIO;70
2205607;PI;LANDRI SALES;70
2205706;PI;LUÍS CORREIA;55
2205805;PI;LUZILÂNDIA;55
2205854;PI;MADEIRO;55
2205904;PI;MANOEL EMÍDIO;70
2205953;PI;MARCOLÂNDIA;70
2206001;PI;MARCOS PARENTE;70
2206050;PI;MASSAPÊ DO PIAUÍ;70
2206100;PI;MATIAS OLÍMPIO;55
2206209;PI;MIGUEL ALVES;30
2206308;PI;MIGUEL LEÃO;70
2206357;PI;MILTON BRANDÃO;60
2206407;PI;MONSENHOR GIL;30
2206506;PI;MONSENHOR HIPÓLITO;70
2206605;PI;MONTE ALEGRE DO PIAUÍ;75
2206654;PI;MORRO CABEÇA NO TEMPO;75
2206670;PI;MORRO DO CHAPÉU DO PIAUÍ;55
2206696;PI;MURICI DOS PORTELAS;55
2206704;PI;NAZARÉ DO PIAUÍ;70
2206720;PI;NAZÁRIA;15
2206753;PI;NOSSA SENHORA DE NAZARÉ;55
2206803;PI;NOSSA SENHORA DOS REMÉDIOS;55
2206902;PI;NOVO ORIENTE DO PIAUÍ;70
2206951;PI;NOVO SANTO ANTÔNIO;55
2207009;PI;OEIRAS;70
2207108;PI;OLHO D'ÁGUA DO PIAUÍ;70
2207207;PI;PADRE MARCOS;70
2207306;PI;PAES LANDIM;70
2207355;PI;PAJEÚ DO PIAUÍ;70
2207405;PI;PALMEIRA DO PIAUÍ;70
2207504;PI;PALMEIRAIS;70
2207553;PI;PAQUETÁ;70
2207603;PI;PARNAGUÁ;75
2207702;PI;PARNAÍBA;55
2207751;PI;PASSAGEM FRANCA DO PIAUÍ;70
2207777;PI;PATOS DO PIAUÍ;70
2207793;PI;PAU D'ARCO DO PIAUÍ;30
2207801;PI;PAULISTANA;70
2207850;PI;PAVUSSU;70
2207900;PI;PEDRO II;60
2207934;PI;PEDRO LAURENTINO;70
2207959;PI;NOVA SANTA RITA;70
2208007;PI;PICOS;70
2208106;PI;PIMENTEIRAS;70
2208205;PI;PIO IX;70
2208304;PI;PIRACURUCA;60
2208403;PI;PIRIPIRI;60
2208502;PI;PORTO;55
2208551;PI;PORTO ALEGRE DO PIAUÍ;70
2208601;PI;PRATA DO PIAUÍ;70
2208650;PI;QUEIMADA NOVA;70
2208700;PI;REDENÇÃO DO GURGUÉIA;70
2208809;PI;REGENERAÇÃO;70
2208858;PI;RIACHO FRIO;75
2208874;PI;RIBEIRA DO PIAUÍ;70
2208908;PI;RIBEIRO GONÇALVES;75
2209005;PI;RIO GRANDE DO PIAUÍ;70
2209104;PI;SANTA CRUZ DO PIAUÍ;70
2209153;PI;SANTA CRUZ DOS MILAGRES;70
2209203;PI;SANTA FILOMENA;75
2209302;PI;SANTA LUZ;70
2209351;PI;SANTANA DO PIAUÍ;70
2209377;PI;SANTA ROSA DO PIAUÍ;70
2209401;PI;SANTO ANTÔNIO DE LISBOA;70
2209450;PI;SANTO ANTÔNIO DOS MILAGRES;70
2209500;PI;SANTO INÁCIO DO PIAUÍ;70
2209559;PI;SÃO BRÁZ DO PIAUÍ;70
2209609;PI;SÃO FÉLIX DO PIAUÍ;70
2209658;PI;SÃO FRANCISCO DE ASSIS DO PIAUÍ;70
2209708;PI;SÃO FRANCISCO DO PIAUÍ;70
2209757;PI;SÃO GONÇALO DO GURGUÉIA;75
2209807;PI;SÃO GONÇALO DO PIAUÍ;70
2209856;PI;SÃO JOÃO DA CANABRAVA;70
2209872;PI;SÃO JOÃO DA FRONTEIRA;60
2209906;PI;SÃO JOÃO DA SERRA;55
2209955;PI;SÃO JOÃO DA VARJOTA;70
2209971;PI;SÃO JOÃO DO ARRAIAL;55
2210003;PI;SÃO JOÃO DO PIAUÍ;70
2210052;PI;SÃO JOSÉ DO DIVINO;60
2210102;PI;SÃO JOSÉ DO PEIXE;70
2210201;PI;SÃO JOSÉ DO PIAUÍ;70
2210300;PI;SÃO JULIÃO;70
2210359;PI;SÃO LOURENÇO DO PIAUÍ;70
2210375;PI;SÃO LUIS DO PIAUÍ;70
2210383;PI;SÃO MIGUEL DA BAIXA GRANDE;70
2210391;PI;SÃO MIGUEL DO FIDALGO;70
2210409;PI;SÃO MIGUEL DO TAPUIO;60
2210508;PI;SÃO PEDRO DO PIAUÍ;70
2210607;PI;SÃO RAIMUNDO NONATO;70
2210623;PI;SEBASTIÃO BARROS;75
2210631;PI;SEBASTIÃO LEAL;70
2210656;PI;SIGEFREDO PACHECO;55
2210706;PI;SIMÕES;70
2210805;PI;SIMPLÍCIO MENDES;70
2210904;PI;SOCORRO DO PIAUÍ;70
2210938;PI;SUSSUAPARA;70
2210953;PI;TAMBORIL DO PIAUÍ;70
2210979;PI;TANQUE DO PIAUÍ;70
2211001;PI;TERESINA;15
2211100;PI;UNIÃO;30
2211209;PI;URUÇUÍ;75
2211308;PI;VALENÇA DO PIAUÍ;70
2211357;PI;VÁRZEA BRANCA;70
2211407;PI;VÁRZEA GRANDE;70
2211506;PI;VERA MENDES;70
2211605;PI;VILA NOVA DO PIAUÍ;70
2211704;PI;WALL FERRAZ;70
2300101;CE;ABAIARA;45
2300150;CE;ACARAPE;35
2300200;CE;ACARAÚ;55
2300309;CE;ACOPIARA;40
2300408;CE;AIUABA;90
2300507;CE;ALCÂNTARAS;40
2300606;CE;ALTANEIRA;50
2300705;CE;ALTO SANTO;55
2300754;CE;AMONTADA;50
2300804;CE;ANTONINA DO NORTE;50
2300903;CE;APUIARÉS;50
2301000;CE;AQUIRAZ;10
2301109;CE;ARACATI;45
2301208;CE;ARACOIABA;40
2301257;CE;ARARENDÁ;70
2301307;CE;ARARIPE;65
2301406;CE;ARATUBA;20
2301505;CE;ARNEIROZ;90
2301604;CE;ASSARÉ;50
2301703;CE;AURORA;45
2301802;CE;BAIXIO;40
2301851;CE;BANABUIÚ;50
2301901;CE;BARBALHA;26
2301950;CE;BARREIRA;35
2302008;CE;BARRO;45
2302057;CE;BARROQUINHA;55
2302107;CE;BATURITÉ;40
2302206;CE;BEBERIBE;28
2302305;CE;BELA CRUZ;40
2302404;CE;BOA VIAGEM;50
2302503;CE;BREJO SANTO;45
2302602;CE;CAMOCIM;55
2302701;CE;CAMPOS SALES;70
2302800;CE;CANINDÉ;50
2302909;CE;CAPISTRANO;45
2303006;CE;CARIDADE;50
2303105;CE;CARIRÉ;55
2303204;CE;CARIRIAÇU;45
2303303;CE;CARIÚS;40
2303402;CE;CARNAUBAL;50
2303501;CE;CASCAVEL;28
2303600;CE;CATARINA;90
2303659;CE;CATUNDA;55
2303709;CE;CAUCAIA;15
2303808;CE;CEDRO;40
2303907;CE;CHAVAL;55
2303931;CE;CHORÓ;50
2303956;CE;CHOROZINHO;16
2304004;CE;COREAÚ;55
2304103;CE;CRATEÚS;80
2304202;CE;CRATO;26
2304236;CE;CROATÁ;45
2304251;CE;CRUZ;55
2304269;CE;DEPUTADO IRAPUAN PINHEIRO;55
2304277;CE;ERERÊ;55
2304285;CE;EUSÉBIO;10
2304301;CE;FARIAS BRITO;50
2304350;CE;FORQUILHA;50
2304400;CE;FORTALEZA;5
2304459;CE;FORTIM;45
2304509;CE;FRECHEIRINHA;50
2304608;CE;GENERAL SAMPAIO;50
2304657;CE;GRAÇA;40
2304707;CE;GRANJA;55
2304806;CE;GRANJEIRO;45
2304905;CE;GROAÍRAS;55
2304954;CE;GUAIÚBA;15
2305001;CE;GUARACIABA DO NORTE;45
2305100;CE;GUARAMIRANGA;20
2305209;CE;HIDROLÂNDIA;50
2305233;CE;HORIZONTE;16
2305266;CE;IBARETAMA;50
2305308;CE;IBIAPINA;45
2305332;CE;IBICUITINGA;55
2305357;CE;ICAPUÍ;45
2305407;CE;ICÓ;40
2305506;CE;IGUATU;40
2305605;CE;INDEPENDÊNCIA;80
2305654;CE;IPAPORANGA;70
2305704;CE;IPAUMIRIM;40
2305803;CE;IPU;50
2305902;CE;IPUEIRAS;70
2306009;CE;IRACEMA;60
2306108;CE;IRAUÇUBA;55
2306207;CE;ITAIÇABA;55
2306256;CE;ITAITINGA;15
2306306;CE;ITAPAGÉ;45
2306405;CE;ITAPIPOCA;50
2306504;CE;ITAPIÚNA;45
2306553;CE;ITAREMA;55
2306603;CE;ITATIRA;50
2306702;CE;JAGUARETAMA;55
2306801;CE;JAGUARIBARA;55
2306900;CE;JAGUARIBE;55
2307007;CE;JAGUARUANA;55
2307106;CE;JARDIM;26
2307205;CE;JATI;45
2307254;CE;JIJOCA DE JERICOACOARA;55
2307304;CE;JUAZEIRO DO NORTE;26
2307403;CE;JUCÁS;40
2307502;CE;LAVRAS DA MANGABEIRA;40
2307601;CE;LIMOEIRO DO NORTE;55
2307635;CE;MADALENA;50
2307650;CE;MARACANAÚ;15
2307700;CE;MARANGUAPE;15
2307809;CE;MARCO;55
2307908;CE;MARTINÓPOLE;55
2308005;CE;MASSAPÊ;50
2308104;CE;MAURITI;45
2308203;CE;MERUOCA;40
2308302;CE;MILAGRES;45
2308351;CE;MILHÃ;55
2308377;CE;MIRAÍMA;50
2308401;CE;MISSÃO VELHA;26
2308500;CE;MOMBAÇA;40
2308609;CE;MONSENHOR TABOSA;80
2308708;CE;MORADA NOVA;55
2308807;CE;MORAÚJO;55
2308906;CE;MORRINHOS;65
2309003;CE;MUCAMBO;55
2309102;CE;MULUNGU;20
2309201;CE;NOVA OLINDA;55
2309300;CE;NOVA RUSSAS;70
2309409;CE;NOVO ORIENTE;80
2309458;CE;OCARA;40
2309508;CE;ORÓS;40
2309607;CE;PACAJUS;16
2309706;CE;PACATUBA;15
2309805;CE;PACOTI;20
2309904;CE;PACUJÁ;55
2310001;CE;PALHANO;55
2310100;CE;PALMÁCIA;20
2310209;CE;PARACURU;45
2310258;CE;PARAIPABA;45
2310308;CE;PARAMBU;90
2310407;CE;PARAMOTI;50
2310506;CE;PEDRA BRANCA;50
2310605;CE;PENAFORTE;45
2310704;CE;PENTECOSTE;50
2310803;CE;PEREIRO;55
2310852;CE;PINDORETAMA;28
2310902;CE;PIQUET CARNEIRO;50
2310951;CE;PIRES FERREIRA;50
2311009;CE;PORANGA;70
2311108;CE;PORTEIRAS;45
2311207;CE;POTENGI;60
2311231;CE;POTIRETAMA;60
2311264;CE;QUITERIANÓPOLIS;80
2311306;CE;QUIXADÁ;50
2311355;CE;QUIXELÔ;40
2311405;CE;QUIXERAMOBIM;50
2311504;CE;QUIXERÉ;55
2311603;CE;REDENÇÃO;35
2311702;CE;RERIUTABA;55
2311801;CE;RUSSAS;55
2311900;CE;SABOEIRO;90
2311959;CE;SALITRE;70
2312007;CE;SANTANA DO ACARAÚ;65
2312106;CE;SANTANA DO CARIRI;55
2312205;CE;SANTA QUITÉRIA;55
2312304;CE;SÃO BENEDITO;40
2312403;CE;SÃO GONÇALO DO AMARANTE;50
2312502;CE;SÃO JOÃO DO JAGUARIBE;55
2312601;CE;SÃO LUÍS DO CURU;50
2312700;CE;SENADOR POMPEU;50
2312809;CE;SENADOR SÁ;65
2312908;CE;SOBRAL;50
2313005;CE;SOLONÓPOLE;55
2313104;CE;TABULEIRO DO NORTE;55
2313203;CE;TAMBORIL;80
2313252;CE;TARRAFAS;50
2313302;CE;TAUÁ;90
2313351;CE;TEJUÇUOCA;45
2313401;CE;TIANGUÁ;45
2313500;CE;TRAIRI;50
2313559;CE;TURURU;35
2313609;CE;UBAJARA;50
2313708;CE;UMARI;40
2313757;CE;UMIRIM;35
2313807;CE;URUBURETAMA;35
2313906;CE;URUOCA;65
2313955;CE;VARJOTA;55
2314003;CE;VÁRZEA ALEGRE;50
2314102;CE;VIÇOSA DO CEARÁ;50
2400109;RN;ACARI;35
2400208;RN;AÇU;55
2400307;RN;AFONSO BEZERRA;60
2400406;RN;ÁGUA NOVA;50
2400505;RN;ALEXANDRIA;45
2400604;RN;ALMINO AFONSO;40
2400703;RN;ALTO DO RODRIGUES;65
2400802;RN;ANGICOS;60
2400901;RN;ANTÔNIO MARTINS;50
2401008;RN;APODI;55
2401107;RN;AREIA BRANCA;65
2401206;RN;ARÊS;20
2401305;RN;AUGUSTO SEVERO;55
2401404;RN;BAÍA FORMOSA;20
2401453;RN;BARAÚNA;70
2401503;RN;BARCELONA;30
2401602;RN;BENTO FERNANDES;50
2401651;RN;BODÓ;60
2401701;RN;BOM JESUS;35
2401800;RN;BREJINHO;35
2401859;RN;CAIÇARA DO NORTE;60
2401909;RN;CAIÇARA DO RIO DO VENTO;50
2402006;RN;CAICÓ;35
2402105;RN;CAMPO REDONDO;30
2402204;RN;CANGUARETAMA;20
2402303;RN;CARAÚBAS;55
2402402;RN;CARNAÚBA DOS DANTAS;35
2402501;RN;CARNAUBAIS;70
2402600;RN;CEARÁ-MIRIM;20
2402709;RN;CERRO CORÁ;30
2402808;RN;CORONEL EZEQUIEL;30
2402907;RN;CORONEL JOÃO PESSOA;50
2403004;RN;CRUZETA;40
2403103;RN;CURRAIS NOVOS;30
2403202;RN;DOUTOR SEVERIANO;50
2403251;RN;PARNAMIRIM;10
2403301;RN;ENCANTO;50
2403400;RN;EQUADOR;30
2403509;RN;ESPÍRITO SANTO;20
2403608;RN;EXTREMOZ;20
2403707;RN;FELIPE GUERRA;55
2403756;RN;FERNANDO PEDROZA;60
2403806;RN;FLORÂNIA;35
2403905;RN;FRANCISCO DANTAS;55
2404002;RN;FRUTUOSO GOMES;45
2404101;RN;GALINHOS;65
2404200;RN;GOIANINHA;20
2404309;RN;GOVERNADOR DIX-SEPT ROSADO;55
2404408;RN;GROSSOS;70
2404507;RN;GUAMARÉ;65
2404606;RN;IELMO MARINHO;35
2404705;RN;IPANGUAÇU;55
2404804;RN;IPUEIRA;30
2404853;RN;ITAJÁ;55
2404903;RN;ITAÚ;55
2405009;RN;JAÇANÃ;30
2405108;RN;JANDAÍRA;50
2405207;RN;JANDUÍS;55
2405306;RN;JANUÁRIO CICCO;35
2405405;RN;JAPI;35
2405504;RN;JARDIM DE ANGICOS;50
2405603;RN;JARDIM DE PIRANHAS;30
2405702;RN;JARDIM DO SERIDÓ;30
2405801;RN;JOÃO CÂMARA;50
2405900;RN;JOÃO DIAS;50
2406007;RN;JOSÉ DA PENHA;50
2406106;RN;JUCURUTU;35
2406155;RN;JUNDIÁ;35
2406205;RN;LAGOA D'ANTA;35
2406304;RN;LAGOA DE PEDRAS;35
2406403;RN;LAGOA DE VELHOS;35
2406502;RN;LAGOA NOVA;35
2406601;RN;LAGOA SALGADA;30
2406700;RN;LAJES;50
2406809;RN;LAJES PINTADAS;30
2406908;RN;LUCRÉCIA;40
2407005;RN;LUÍS GOMES;45
2407104;RN;MACAÍBA;12
2407203;RN;MACAU;65
2407252;RN;MAJOR SALES;45
2407302;RN;MARCELINO VIEIRA;55
2407401;RN;MARTINS;55
2407500;RN;MAXARANGUAPE;20
2407609;RN;MESSIAS TARGINO;45
2407708;RN;MONTANHAS;35
2407807;RN;MONTE ALEGRE;35
2407906;RN;MONTE DAS GAMELEIRAS;30
2408003;RN;MOSSORÓ;70
2408102;RN;NATAL;7
2408201;RN;NÍSIA FLORESTA;20
2408300;RN;NOVA CRUZ;35
2408409;RN;OLHO-D'ÁGUA DO BORGES;45
2408508;RN;OURO BRANCO;35
2408607;RN;PARANÁ;40
2408706;RN;PARAÚ;55
2408805;RN;PARAZINHO;50
2408904;RN;PARELHAS;30
2408953;RN;RIO DO FOGO;20
2409100;RN;PASSA E FICA;35
2409209;RN;PASSAGEM;35
2409308;RN;PATU;45
2409332;RN;SANTA MARIA;35
2409407;RN;PAU DOS FERROS;60
2409506;RN;PEDRA GRANDE;60
2409605;RN;PEDRA PRETA;50
2409704;RN;PEDRO AVELINO;60
2409803;RN;PEDRO VELHO;20
2409902;RN;PENDÊNCIAS;65
2410009;RN;PILÕES;55
2410108;RN;POÇO BRANCO;50
2410207;RN;PORTALEGRE;40
2410256;RN;PORTO DO MANGUE;70
2410306;RN;SERRA CAIADA;35
2410405;RN;PUREZA;50
2410504;RN;RAFAEL FERNANDES;50
2410603;RN;RAFAEL GODEIRO;45
2410702;RN;RIACHO DA CRUZ;55
2410801;RN;RIACHO DE SANTANA;50
2410900;RN;RIACHUELO;35
2411007;RN;RODOLFO FERNANDES;55
2411056;RN;TIBAU;70
2411106;RN;RUY BARBOSA;35
2411205;RN;SANTA CRUZ;35
2411403;RN;SANTANA DO MATOS;60
2411429;RN;SANTANA DO SERIDÓ;30
2411502;RN;SANTO ANTÔNIO;35
2411601;RN;SÃO BENTO DO NORTE;60
2411700;RN;SÃO BENTO DO TRAIRÍ;30
2411809;RN;SÃO FERNANDO;45
2411908;RN;SÃO FRANCISCO DO OESTE;50
2412005;RN;SÃO GONÇALO DO AMARANTE;12
2412104;RN;SÃO JOÃO DO SABUGI;45
2412203;RN;SÃO JOSÉ DE MIPIBU;20
2412302;RN;SÃO JOSÉ DO CAMPESTRE;35
2412401;RN;SÃO JOSÉ DO SERIDÓ;35
2412500;RN;SÃO MIGUEL;45
2412559;RN;SÃO MIGUEL DO GOSTOSO;60
2412609;RN;SÃO PAULO DO POTENGI;35
2412708;RN;SÃO PEDRO;35
2412807;RN;SÃO RAFAEL;55
2412906;RN;SÃO TOMÉ;30
2413003;RN;SÃO VICENTE;30
2413102;RN;SENADOR ELÓI DE SOUZA;35
2413201;RN;SENADOR GEORGINO AVELINO;20
2413300;RN;SERRA DE SÃO BENTO;35
2413359;RN;SERRA DO MEL;70
2413409;RN;SERRA NEGRA DO NORTE;45
2413508;RN;SERRINHA;35
2413557;RN;SERRINHA DOS PINTOS;55
2413607;RN;SEVERIANO MELO;50
2413706;RN;SÍTIO NOVO;30
2413805;RN;TABOLEIRO GRANDE;55
2413904;RN;TAIPU;50
2414001;RN;TANGARÁ;35
2414100;RN;TENENTE ANANIAS;50
2414159;RN;TENENTE LAURENTINO CRUZ;35
2414209;RN;TIBAU DO SUL;20
2414308;RN;TIMBAÚBA DOS BATISTAS;35
2414407;RN;TOUROS;60
2414456;RN;TRIUNFO POTIGUAR;55
2414506;RN;UMARIZAL;40
2414605;RN;UPANEMA;55
2414704;RN;VÁRZEA;35
2414753;RN;VENHA-VER;45
2414803;RN;VERA CRUZ;35
2414902;RN;VIÇOSA;50
2415008;RN;VILA FLOR;20
2500106;PB;ÁGUA BRANCA;40
2500205;PB;AGUIAR;60
2500304;PB;ALAGOA GRANDE;30
2500403;PB;ALAGOA NOVA;16
2500502;PB;ALAGOINHA;35
2500536;PB;ALCANTIL;60
2500577;PB;ALGODÃO DE JANDAÍRA;18
2500601;PB;ALHANDRA;10
2500700;PB;SÃO JOÃO DO RIO DO PEIXE;55
2500734;PB;AMPARO;55
2500775;PB;APARECIDA;55
2500809;PB;ARAÇAGI;35
2500908;PB;ARARA;30
2501005;PB;ARARUNA;40
2501104;PB;AREIA;25
2501153;PB;AREIA DE BARAÚNAS;60
2501203;PB;AREIAL;16
2501302;PB;AROEIRAS;60
2501351;PB;ASSUNÇÃO;55
2501401;PB;BAÍA DA TRAIÇÃO;16
2501500;PB;BANANEIRAS;25
2501534;PB;BARAÚNA;30
2501575;PB;BARRA DE SANTANA;60
2501609;PB;BARRA DE SANTA ROSA;30
2501708;PB;BARRA DE SÃO MIGUEL;60
2501807;PB;BAYEUX;12
2501906;PB;BELÉM;35
2502003;PB;BELÉM DO BREJO DO CRUZ;60
2502052;PB;BERNARDINO BATISTA;55
2502102;PB;BOA VENTURA;55
2502151;PB;BOA VISTA;12
2502201;PB;BOM JESUS;55
2502300;PB;BOM SUCESSO;60
2502409;PB;BONITO DE SANTA FÉ;50
2502508;PB;BOQUEIRÃO;60
2502607;PB;IGARACY;60
2502706;PB;BORBOREMA;20
2502805;PB;BREJO DO CRUZ;60
2502904;PB;BREJO DOS SANTOS;60
2503001;PB;CAAPORÃ;10
2503100;PB;CABACEIRAS;60
2503209;PB;CABEDELO;10
2503308;PB;CACHOEIRA DOS ÍNDIOS;50
2503407;PB;CACIMBA DE AREIA;55
2503506;PB;CACIMBA DE DENTRO;30
2503555;PB;CACIMBAS;40
2503605;PB;CAIÇARA;35
2503704;PB;CAJAZEIRAS;50
2503753;PB;CAJAZEIRINHAS;60
2503803;PB;CALDAS BRANDÃO;30
2503902;PB;CAMALAÚ;55
2504009;PB;CAMPINA GRANDE;12
2504033;PB;CAPIM;10
2504074;PB;CARAÚBAS;55
2504108;PB;CARRAPATEIRA;55
2504157;PB;CASSERENGUE;16
2504207;PB;CATINGUEIRA;60
2504306;PB;CATOLÉ DO ROCHA;60
2504355;PB;CATURITÉ;60
2504405;PB;CONCEIÇÃO;60
2504504;PB;CONDADO;55
2504603;PB;CONDE;10
2504702;PB;CONGO;55
2504801;PB;COREMAS;55
2504850;PB;COXIXOLA;55
2504900;PB;CRUZ DO ESPÍRITO SANTO;10
2505006;PB;CUBATI;28
2505105;PB;CUITÉ;35
2505204;PB;CUITEGI;35
2505238;PB;CUITÉ DE MAMANGUAPE;10
2505279;PB;CURRAL DE CIMA;10
2505303;PB;CURRAL VELHO;55
2505352;PB;DAMIÃO;30
2505402;PB;DESTERRO;40
2505501;PB;VISTA SERRANA;55
2505600;PB;DIAMANTE;55
2505709;PB;DONA INÊS;30
2505808;PB;DUAS ESTRADAS;35
2505907;PB;EMAS;60
2506004;PB;ESPERANÇA;12
2506103;PB;FAGUNDES;20
2506202;PB;FREI MARTINHO;30
2506251;PB;GADO BRAVO;60
2506301;PB;GUARABIRA;35
2506400;PB;GURINHÉM;35
2506509;PB;GURJÃO;55
2506608;PB;IBIARA;60
2506707;PB;IMACULADA;40
2506806;PB;INGÁ;40
2506905;PB;ITABAIANA;30
2507002;PB;ITAPORANGA;60
2507101;PB;ITAPOROROCA;16
2507200;PB;ITATUBA;35
2507309;PB;JACARAÚ;16
2507408;PB;JERICÓ;60
2507507;PB;JOÃO PESSOA;7
2507606;PB;JUAREZ TÁVORA;35
2507705;PB;JUAZEIRINHO;30
2507804;PB;JUNCO DO SERIDÓ;55
2507903;PB;JURIPIRANGA;30
2508000;PB;JURU;40
2508109;PB;LAGOA;60
2508208;PB;LAGOA DE DENTRO;35
2508307;PB;LAGOA SECA;12
2508406;PB;LASTRO;55
2508505;PB;LIVRAMENTO;55
2508554;PB;LOGRADOURO;35
2508604;PB;LUCENA;10
2508703;PB;MÃE D'ÁGUA;40
2508802;PB;MALTA;55
2508901;PB;MAMANGUAPE;10
2509008;PB;MANAÍRA;40
2509057;PB;MARCAÇÃO;16
2509107;PB;MARI;30
2509156;PB;MARIZÓPOLIS;55
2509206;PB;MASSARANDUBA;12
2509305;PB;MATARACA;10
2509339;PB;MATINHAS;16
2509370;PB;MATO GROSSO;60
2509396;PB;MATURÉIA;40
2509404;PB;MOGEIRO;30
2509503;PB;MONTADAS;12
2509602;PB;MONTE HOREBE;50
2509701;PB;MONTEIRO;55
2509800;PB;MULUNGU;35
2509909;PB;NATUBA;35
2510006;PB;NAZAREZINHO;55
2510105;PB;NOVA FLORESTA;30
2510204;PB;NOVA OLINDA;60
2510303;PB;NOVA PALMEIRA;30
2510402;PB;OLHO D'ÁGUA;60
2510501;PB;OLIVEDOS;55
2510600;PB;OURO VELHO;55
2510659;PB;PARARI;55
2510709;PB;PASSAGEM;60
2510808;PB;PATOS;55
2510907;PB;PAULISTA;55
2511004;PB;PEDRA BRANCA;60
2511103;PB;PEDRA LAVRADA;30
2511202;PB;PEDRAS DE FOGO;10
2511301;PB;PIANCÓ;60
2511400;PB;PICUÍ;30
2511509;PB;PILAR;30
2511608;PB;PILÕES;25
2511707;PB;PILÕEZINHOS;24
2511806;PB;PIRPIRITUBA;25
2511905;PB;PITIMBU;10
2512002;PB;POCINHOS;14
2512036;PB;POÇO DANTAS;55
2512077;PB;POÇO DE JOSÉ DE MOURA;55
2512101;PB;POMBAL;60
2512200;PB;PRATA;55
2512309;PB;PRINCESA ISABEL;40
2512408;PB;PUXINANÃ;16
2512507;PB;QUEIMADAS;20
2512606;PB;QUIXABA;55
2512705;PB;REMÍGIO;18
2512721;PB;PEDRO RÉGIS;16
2512747;PB;RIACHÃO;40
2512754;PB;RIACHÃO DO BACAMARTE;40
2512762;PB;RIACHÃO DO POÇO;30
2512788;PB;RIACHO DE SANTO ANTÔNIO;60
2512804;PB;RIACHO DOS CAVALOS;60
2512903;PB;RIO TINTO;16
2513000;PB;SALGADINHO;55
2513109;PB;SALGADO DE SÃO FÉLIX;30
2513158;PB;SANTA CECÍLIA;60
2513208;PB;SANTA CRUZ;55
2513307;PB;SANTA HELENA;55
2513356;PB;SANTA INÊS;60
2513406;PB;SANTA LUZIA;55
2513505;PB;SANTANA DE MANGUEIRA;60
2513604;PB;SANTANA DOS GARROTES;60
2513653;PB;SANTARÉM;55
2513703;PB;SANTA RITA;10
2513802;PB;SANTA TERESINHA;55
2513851;PB;SANTO ANDRÉ;55
2513901;PB;SÃO BENTO;35
2513927;PB;SÃO BENTINHO;60
2513943;PB;SÃO DOMINGOS DO CARIRI;60
2513968;PB;SÃO DOMINGOS DE POMBAL;60
2513984;PB;SÃO FRANCISCO;55
2514008;PB;SÃO JOÃO DO CARIRI;55
2514107;PB;SÃO JOÃO DO TIGRE;55
2514206;PB;SÃO JOSÉ DA LAGOA TAPADA;55
